Event_id,Restaurant Id,Restaurant Name,Photo_URL,Event Title,Event Start Date,Event_End_Date
322331,18649486,The Drunken Botanist,https://www.zomato.com/ncr/the-drunken-botanist-dlf-cyber-city-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"BackToBasic Wednesdays !!


",2019-03-06,2019-08-28
332812,308322,Hauz Khas Social,https://www.zomato.com/HauzKhasSocial/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live 20/20 Match Screenings,2019-03-29,2019-05-23
116096,18466951,Jungle Jamboree,https://www.zomato.com/ncr/jungle-jamboree-sector-34-noida/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Festive Food Bonanza || Special Buffet Prices starting @ Rs. 499 + || Full Day Alacarte,2019-01-21,2019-05-31
161417,18466951,Jungle Jamboree,https://www.zomato.com/ncr/jungle-jamboree-sector-34-noida/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,7 Course High Tea Birthday & Kitty Parties @ Rs. 499 + onwards with Unlimited Aerated Drinks,2019-01-21,2019-05-31
332812,18246991,Odeon Social,https://www.zomato.com/OdeonSocial/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live 20/20 Match Screenings,2019-03-29,2019-05-23
292840,18571735,Dum Laga Ke Haishaa,https://www.zomato.com/kolkata/dum-laga-ke-haishaa-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Corporate Lunch Box ,2018-12-28,2019-12-31
297761,18571735,Dum Laga Ke Haishaa,https://www.zomato.com/kolkata/dum-laga-ke-haishaa-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Happy Hour! ,2019-01-10,2019-12-31
316852,18571735,Dum Laga Ke Haishaa,https://www.zomato.com/kolkata/dum-laga-ke-haishaa-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Food Festival,2019-02-21,2019-05-31
321358,18571735,Dum Laga Ke Haishaa,https://www.zomato.com/kolkata/dum-laga-ke-haishaa-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Shah Jahani e Thali (3-4 packs),2019-03-04,2019-08-31
328527,18571735,Dum Laga Ke Haishaa,https://www.zomato.com/kolkata/dum-laga-ke-haishaa-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Game Fever at DLKH!,2019-03-20,2019-07-31
260569,18398880,JW Kitchen - JW Marriott Hotel Kolkata,https://www.zomato.com/kolkata/jw-kitchen-jw-marriott-hotel-kolkata-science-city-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Corporate Buffet Dinner,2019-01-02,2019-09-30
286422,18259462,Ocean Grill,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Customised Party Packages,2018-12-17,2019-04-30
298104,18701052,The Fusion Kitchen,https://www.zomato.com/mumbai/the-fusion-kitchen-marol/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,HAPPY HOURS 1+1 ,2019-03-15,2019-04-30
330912,18205932,The Cult - Peninsula Grand Hotel,https://www.zomato.com/mumbai/the-cult-peninsula-grand-hotel-sakinaka/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live Cricket Screening (Exclusive),2019-03-25,2019-04-30
332812,18522518,Vikhroli Social,https://www.zomato.com/vikhrolisocial/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live 20/20 Match Screenings,2019-03-29,2019-05-23
233993,18397684,Craftbar,https://www.zomato.com/mumbai/craftbar-bandra-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Corporate Buffet Lunch at 199/-* (Monday to Friday) ,2019-01-09,2019-05-31
292701,18397684,Craftbar,https://www.zomato.com/mumbai/craftbar-bandra-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Friday Bollywood Night ,2019-02-01,2019-04-30
292145,18397684,Craftbar,https://www.zomato.com/mumbai/craftbar-bandra-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Thursday Retro Night ,2019-02-07,2019-04-30
314235,18397684,Craftbar,https://www.zomato.com/mumbai/craftbar-bandra-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Saturday Live Band Night ,2019-02-14,2019-06-30
310422,18397684,Craftbar,https://www.zomato.com/mumbai/craftbar-bandra-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sunday Karaoke Night ,2019-02-15,2019-04-30
309090,18397684,Craftbar,https://www.zomato.com/mumbai/craftbar-bandra-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Wednesday Angel's Night ,2019-02-20,2019-04-30
310712,18691230,Grandmama's Café,https://www.zomato.com/mumbai/grandmamas-café-ghatkopar-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Grandmama's Burger Shake & Fries Combo,2019-02-09,2019-04-20
328877,18691230,Grandmama's Café,https://www.zomato.com/mumbai/grandmamas-café-ghatkopar-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL Hours at Grandmama's Cafe,2019-03-25,2019-05-19
277195,18706428,Byg Brewski Brewing Company,https://www.zomato.com/bangalore/byg-brewski-brewing-company-hennur-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sunday Brunch,2018-11-25,2019-12-29
279297,18706428,Byg Brewski Brewing Company,https://www.zomato.com/bangalore/byg-brewski-brewing-company-hennur-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Byg Spirited Labels,2018-11-29,2019-04-30
279336,18706428,Byg Brewski Brewing Company,https://www.zomato.com/bangalore/byg-brewski-brewing-company-hennur-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Corporate Events,2018-11-29,2019-12-31
329360,18871246,ShakesBierre,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,MOODYMONDAYS,2019-03-22,2019-04-30
329396,18871246,ShakesBierre,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,SUNDAYBRUNCH,2019-03-22,2019-04-30
329375,18871246,ShakesBierre,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,FABULOUSFRIDAY,2019-03-22,2019-04-30
329363,18871246,ShakesBierre,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,BIERRAOKE,2019-03-22,2019-04-30
329793,18871246,ShakesBierre,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,SWAGGERSATURDAY,2019-03-23,2019-04-30
332383,18871246,ShakesBierre,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,STANDUPCOMEDY,2019-03-28,2019-04-30
328860,18387426,The Black Pearl,https://www.zomato.com/bangalore/the-black-pearl-marathahalli/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cricket Season Specials at The Black Pearl Marathahalii,2019-03-20,2019-06-10
270216,57833,Big Pitcher,https://www.zomato.com/bangalore/big-pitcher-airport-road/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,New Food Menu Launch at Big Pitcher,2018-11-01,2020-10-31
302811,54162,The Black Pearl,https://www.zomato.com/bangalore/the-black-pearl-koramangala-5th-block/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Special Pirate Packages for Lunch ,2019-01-23,2019-04-30
319906,54162,The Black Pearl,https://www.zomato.com/bangalore/the-black-pearl-koramangala-5th-block/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,WEEKLY OFFERS,2019-02-28,2019-12-31
327964,54162,The Black Pearl,https://www.zomato.com/bangalore/the-black-pearl-koramangala-5th-block/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Circket  Fever ,2019-03-23,2019-05-12
332261,18537585,The Reservoire,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL Live Screening at The Reservoire,2019-03-28,2019-05-12
297581,18709627,Simon Says Brew Works,https://www.zomato.com/bangalore/simon-says-brew-works-koramangala-5th-block-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,LADIES NIGHT & BOLLYWOOD KARAOKE,2019-01-13,2019-07-28
328516,18709627,Simon Says Brew Works,https://www.zomato.com/bangalore/simon-says-brew-works-koramangala-5th-block-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL OFFERS WITH LIVE SCREENING,2019-03-23,2019-05-12
330592,18709627,Simon Says Brew Works,https://www.zomato.com/bangalore/simon-says-brew-works-koramangala-5th-block-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,HAPPY HOURS 1+1 ON ALL LIQUORS FULL DAY,2019-03-25,2019-04-30
331692,18709627,Simon Says Brew Works,https://www.zomato.com/bangalore/simon-says-brew-works-koramangala-5th-block-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,WEDNESDAY LADIES NIGHT WITH DJ ARPITAA ,2019-03-27,2019-04-30
332016,18709627,Simon Says Brew Works,https://www.zomato.com/bangalore/simon-says-brew-works-koramangala-5th-block-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,SEASONAL FRUITS BREWED BEER,2019-03-27,2019-04-30
332132,18709627,Simon Says Brew Works,https://www.zomato.com/bangalore/simon-says-brew-works-koramangala-5th-block-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,WEEKLY OFFERS AND EVENTS,2019-03-28,2019-04-30
315874,18709627,Simon Says Brew Works,https://www.zomato.com/bangalore/simon-says-brew-works-koramangala-5th-block-bangalore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Bollywood Night with DJ Oppozit,2019-03-28,2019-04-26
332812,18893197,FC Road Social,https://www.zomato.com/pune/fc-road-social-shivaji-nagar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live 20/20 Match Screenings,2019-03-29,2019-05-23
332116,18562250,Cafe Co2 Resto Lounge,https://www.zomato.com/pune/cafe-co2-resto-lounge-bhugaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live Cricket Screening @ Cafe CO2,2019-03-28,2019-05-19
332959,18784250,Universal Barbeque,https://www.zomato.com/pune/universal-barbeque-hinjawadi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,FAMILY OFFER,2019-03-29,2019-04-30
332812,18657534,Viman Nagar Social,https://www.zomato.com/vimannagarsocial/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live 20/20 Match Screenings,2019-03-29,2019-05-23
327542,18536004,Culture - पुणे,https://www.zomato.com/pune/culture-fc-road/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Ladies Night- Every Thursday,2019-03-18,2019-12-31
329193,18470497,84 Anjuna Shack,https://www.zomato.com/hyderabad/84-anjuna-shack-kondapur/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL T20 Match Screening,2019-03-23,2019-05-10
331960,18607685,Farzi Cafe,https://www.zomato.com/hyderabad/farzi-cafe-jubilee-hills/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL Live Screening!,2019-03-27,2019-05-05
333451,18800810,The Black Pearl,https://www.zomato.com/chennai/the-black-pearl-sholinganallur/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Early Bird Offer on Buffet!,2019-04-01,2020-03-31
333452,18800810,The Black Pearl,https://www.zomato.com/chennai/the-black-pearl-sholinganallur/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Corporate Offers at The Black Pearl Chennai,2019-04-01,2020-03-31
333454,18800810,The Black Pearl,https://www.zomato.com/chennai/the-black-pearl-sholinganallur/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Special offers for Senior citizens and Complimentary mocktail per diner!,2019-04-01,2020-03-31
329269,71443,Palmshore,https://www.zomato.com/chennai/palmshore-ashok-nagar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Buffet,2019-03-22,2019-04-30
331036,18801082,Farzi Café,https://www.zomato.com/lucknow/farzi-café-1-gomti-nagar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,CRICKET FEVER - 2019,2019-03-26,2019-05-30
332493,18971277,Cafe Repertwahr,https://www.zomato.com/lucknow/cafe-repertwahr-indira-nagar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Enjoy live IPL with FBL,2019-03-28,2019-05-26
328996,18748726,The Night Jar,https://www.zomato.com/jaipur/the-night-jar-mi-road/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL Live Screening,2019-03-23,2019-05-19
328614,18748726,The Night Jar,https://www.zomato.com/jaipur/the-night-jar-mi-road/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL SPECIALS,2019-03-25,2019-05-31
327296,18882467,Makeba - The Lounge Cafe,https://www.zomato.com/ahmedabad/makeba-the-lounge-cafe-vastrapur/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live Sports Screening @Makeba The Lounge Cafe,2019-03-23,2019-05-19
327580,18627705,I Love Sandwich House,https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"SALAD FEST - "" The Summer of Salads """,2019-03-18,2019-04-30
208222,18627705,I Love Sandwich House,https://www.zomato.com/ahmedabad/i-love-sandwich-house-bodakdev/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL Live screening,2019-03-23,2019-05-12
329816,18578691,Bogarosa,https://www.zomato.com/ahmedabad/bogarosa-1-bodakdev/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL LIVE SCREENING ,2019-03-23,2019-05-06
332812,124170,Sector 7 Social,https://www.zomato.com/chandigarh/sector-7-social-1-sector-7/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Live 20/20 Match Screenings,2019-03-29,2019-05-23
225765,121425,Super Donuts,https://www.zomato.com/chandigarh/super-donuts-sector-35/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Dessert Time!!,2018-06-10,2019-06-10
326572,18609823,Falcon Cafe Lounge,https://www.zomato.com/chandigarh/falcon-cafe-lounge-sector-16-panchkula/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Rotisserie special roast chicken ,2019-03-15,2019-06-01
332770,18848790,The Brew Estate,https://www.zomato.com/shimla/the-brew-estate-longwood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL Live Streaming,2019-03-29,2019-05-12
330084,3301462,Three Beans,https://www.zomato.com/nagpur/three-beans-dharampeth/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,IPL Live Screening,2019-03-24,2019-05-19
329596,18623894,Bouffage Cafe & Bistro,https://www.zomato.com/nagpur/bouffage-cafe-bistro-dharampeth/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sports Unlimited,2019-03-23,2019-07-31
332137,18966639,Fakira,https://www.zomato.com/agra/fakira-sikandra/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cricket Fever,2019-03-28,2019-05-30
332135,3400326,Tea'se Me - Rooftop Tea Boutique,https://www.zomato.com/agra/tease-me-rooftop-tea-boutique-tajganj/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cricket Fever,2019-03-28,2019-05-30
308544,201693,Dhaba Lane,https://www.zomato.com/dubai/dhaba-lane-al-karama/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Business Lunch,2019-01-29,2019-04-29
301593,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,The Huddle Grub Lunch,2019-01-20,2019-05-31
301586,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Buy 2 Get 1 Free,2019-01-20,2019-05-31
301585,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,The Happiest Hour,2019-01-21,2019-05-31
301591,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Meat Me on Monday,2019-01-21,2019-05-31
301888,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Late 8,2019-01-21,2019-05-31
301592,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Taco Tuesdays,2019-01-22,2019-05-31
301588,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Huddlelicious Tuesdays,2019-01-22,2019-05-31
301590,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://www.zomato.com/dubai/the-huddle-sports-bar-and-grill-citymax-hotels-bur-dubai-mankhool/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Knock-Out Thursdays,2019-01-24,2019-05-31
308361,18212135,Denny's,https://www.zomato.com/abudhabi/dennys-tourist-club-area-al-zahiyah/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Introducing the Ultimate Shakshouka & The Denny's Bennies,2019-02-05,2019-04-30
241424,5702990,Jazz@PizzaExpress,https://www.zomato.com/abudhabi/jazzpizzaexpress-al-markaziya/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2 for 1 Monday’s,2018-08-02,2019-08-12
308928,5702990,Jazz@PizzaExpress,https://www.zomato.com/abudhabi/jazzpizzaexpress-al-markaziya/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2 for 1 Brunch - Every Friday,2019-02-05,2019-12-31
252193,18506282,Sibyullee,https://www.zomato.com/manila/sibyullee-ugong-pasig-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Unlimited Korean BBQ,2018-09-07,2019-07-31
322902,7003663,Federal Delicatessen,https://www.zomato.com/auckland/federal-delicatessen-federal-street/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Happier Hour,2019-03-01,2019-04-30
305850,7001670,"Eight - Cordis, Auckland Hotel",https://www.zomato.com/auckland/eight-cordis-auckland-hotel-symonds-street/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Smoky Thursdays,2019-03-01,2019-04-30
329300,18981544,Katsu YA,https://www.zomato.com/jakarta/katsu-ya-pantai-indah-kapuk/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Review us on Zomato,2019-03-22,2019-04-30
329301,18981544,Katsu YA,https://www.zomato.com/jakarta/katsu-ya-pantai-indah-kapuk/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Opening Promo,2019-03-22,2019-04-30
